student_id,Introduction to Computer Science,Structured Programming,Structured Programming Lab,Calculus 1,Calculus 2,Discrete Mathematics,Statistical Methods,Linear Algebra,Object Oriented Programming,Object Oriented Programming Lab,Data Structures and Introduction to Algorithms,Algorithms Design and Analysis,Database Systems,Database Systems Lab,Operating Systems,Operating Systems Lab,Distributed Systems,Computer and Society,Information Systems Security,Introduction to Data Science,Introduction to Data Science Lab,Data Engineering,Data Engineering Lab,Statistics and Probability for Data Science,Artificial Intelligence,Computer Architecture for Machine Learning,Natural Language Processing,High Performance Computing for Big Data,Data Visualization,Pattern Recognition,Data Mining,Business Intelligence
20220144,75,60,45.0,82,75,81.0,93.0,67.0,98.0,93.0,75,41.0,62.0,65.0,44.0,,,96.0,60.0,,,,,80,87.0,91.0,74.0,,,43.0,,
20220145,74,95,51.0,52,100,73.0,96.0,,54.0,80.0,71,,,,71.0,,99.0,99.0,,54.0,,,,85,96.0,47.0,,,,,42.0,
20220146,76,72,52.0,78,81,48.0,79.0,52.0,74.0,90.0,66,65.0,70.0,70.0,77.0,,96.0,81.0,60.0,,,,,73,40.0,57.0,97.0,,,43.0,,
20220147,64,71,67.0,82,75,,84.0,80.0,,,85,40.0,,,82.0,,,62.0,53.0,,,,,52,94.0,87.0,,,,,,
20220148,87,62,88.0,61,74,,41.0,66.0,75.0,,87,,,,57.0,,,,,,,,,44,,53.0,,,,,,
20220149,50,42,61.0,81,91,87.0,81.0,61.0,54.0,,51,63.0,92.0,60.0,49.0,,86.0,57.0,94.0,,,,,47,66.0,94.0,,,,,,
20220150,56,71,,63,100,,,54.0,66.0,57.0,50,,93.0,,87.0,,,,,,,,,59,84.0,85.0,,,,,,
20220151,76,92,71.0,99,90,100.0,70.0,,59.0,70.0,84,93.0,,,43.0,52.0,,92.0,70.0,90.0,,,,42,69.0,,,,,,,
20220152,74,97,65.0,97,95,47.0,,73.0,70.0,,54,67.0,46.0,,,,,41.0,,,,,,62,88.0,70.0,,,,55.0,,
20220153,52,67,74.0,63,56,67.0,,57.0,58.0,66.0,57,,65.0,,70.0,82.0,,54.0,57.0,,,,,79,62.0,,,,,,,
20220154,81,69,60.0,41,72,56.0,50.0,83.0,87.0,,93,98.0,92.0,84.0,55.0,,,87.0,47.0,,,,,54,,100.0,,,,98.0,,
20220155,50,74,84.0,86,97,,100.0,77.0,72.0,,79,,,,88.0,,,82.0,,,,,,65,46.0,84.0,,,,88.0,,
20220156,88,47,67.0,52,91,,,99.0,91.0,,89,84.0,92.0,41.0,,,,,,,,,,86,87.0,99.0,49.0,,,64.0,,
20220157,49,74,100.0,81,79,96.0,65.0,79.0,60.0,43.0,61,65.0,95.0,,88.0,73.0,84.0,66.0,79.0,,,,,55,53.0,83.0,40.0,,,,,
20220158,80,40,50.0,78,40,,,69.0,,,75,,,,,,,66.0,,,,,,87,57.0,48.0,49.0,,,,,
20220159,63,87,43.0,58,45,59.0,49.0,92.0,88.0,,40,80.0,98.0,,52.0,98.0,64.0,58.0,54.0,,,,,76,59.0,94.0,74.0,,,95.0,,
20220160,53,79,74.0,52,47,73.0,64.0,69.0,49.0,,94,95.0,60.0,,79.0,,,96.0,56.0,,,,,61,96.0,46.0,43.0,,,,,
20220161,64,88,69.0,54,44,42.0,85.0,55.0,44.0,44.0,41,43.0,68.0,,69.0,,,46.0,,,,,,50,57.0,53.0,40.0,,,,,
20220162,79,91,79.0,49,86,46.0,40.0,57.0,72.0,,93,91.0,,,61.0,72.0,,86.0,76.0,99.0,59.0,,,92,76.0,80.0,,,57.0,,60.0,
20220163,78,64,58.0,63,44,74.0,54.0,54.0,88.0,84.0,100,72.0,74.0,47.0,53.0,75.0,,74.0,85.0,,,,,92,80.0,67.0,,,,,,
20220164,41,63,59.0,72,63,100.0,48.0,55.0,66.0,,97,76.0,55.0,69.0,82.0,40.0,52.0,74.0,95.0,,,,,68,59.0,90.0,79.0,,,53.0,,
20220165,55,48,74.0,81,93,93.0,58.0,80.0,63.0,,40,58.0,96.0,52.0,,,,94.0,,,,,,89,,94.0,,,,,,
20220166,48,86,86.0,70,98,60.0,85.0,91.0,61.0,53.0,79,64.0,64.0,76.0,75.0,99.0,,79.0,,59.0,50.0,,,72,64.0,50.0,,,89.0,,74.0,
20220167,86,69,,75,94,62.0,61.0,60.0,91.0,,61,96.0,53.0,60.0,80.0,,63.0,92.0,97.0,51.0,48.0,,,41,71.0,,,,,51.0,,
20220168,97,74,88.0,65,75,,94.0,84.0,90.0,,58,47.0,41.0,70.0,63.0,44.0,,43.0,,84.0,82.0,68.0,79.0,52,79.0,92.0,,66.0,76.0,,,
20220169,92,78,40.0,65,68,85.0,78.0,90.0,42.0,44.0,49,82.0,95.0,92.0,57.0,63.0,,46.0,,,,,,97,46.0,93.0,91.0,,,54.0,,
20220170,100,55,64.0,100,81,99.0,59.0,59.0,70.0,,70,90.0,89.0,,68.0,,87.0,80.0,,,,,,92,50.0,80.0,,,,95.0,,
20220171,65,67,43.0,66,92,40.0,,94.0,,,61,,,,78.0,,92.0,42.0,,,,,,57,,48.0,,,,80.0,,
20220172,96,75,91.0,88,81,46.0,48.0,87.0,44.0,43.0,71,54.0,48.0,71.0,60.0,46.0,69.0,84.0,,64.0,,,,73,85.0,47.0,86.0,,86.0,45.0,,
20220173,95,51,83.0,66,71,67.0,90.0,79.0,45.0,73.0,100,81.0,82.0,95.0,67.0,45.0,,95.0,92.0,88.0,57.0,,,65,100.0,43.0,,,,,46.0,
20220174,82,67,43.0,83,95,,71.0,,,,67,,93.0,,60.0,45.0,54.0,68.0,44.0,68.0,72.0,,,80,56.0,78.0,,,99.0,,49.0,
20220175,64,71,61.0,51,100,48.0,99.0,,97.0,,80,50.0,97.0,,,,,89.0,,93.0,,,,41,50.0,60.0,78.0,,,,,
20220176,88,55,84.0,69,45,40.0,80.0,99.0,,,92,43.0,68.0,,72.0,,,84.0,,,,,,79,91.0,90.0,,,,,,
20220177,82,60,,95,97,88.0,68.0,49.0,,,57,,45.0,64.0,,,,,,45.0,,89.0,,66,60.0,70.0,73.0,,,,,
20220178,73,58,50.0,51,88,72.0,67.0,67.0,53.0,94.0,41,82.0,62.0,55.0,77.0,71.0,92.0,71.0,,,,,,71,90.0,84.0,,,,,,
20220179,83,52,74.0,57,47,,73.0,47.0,85.0,72.0,95,95.0,56.0,,44.0,77.0,,71.0,68.0,80.0,,,,44,69.0,71.0,,,,94.0,74.0,55.0
20220180,61,57,81.0,58,44,40.0,67.0,80.0,,,93,,,,,,,,,,,,,65,63.0,,58.0,,,,,
20220181,65,77,95.0,64,57,41.0,,,52.0,,44,,69.0,73.0,45.0,74.0,73.0,44.0,94.0,,,,,52,67.0,85.0,55.0,,,,,
20220182,56,74,66.0,96,85,76.0,48.0,60.0,100.0,,71,75.0,99.0,,,,,45.0,,84.0,48.0,,,90,71.0,60.0,87.0,,49.0,,53.0,
20220183,88,54,,46,49,,41.0,88.0,,,73,42.0,73.0,65.0,98.0,56.0,47.0,73.0,83.0,,,,,55,89.0,71.0,,,,,,
20220184,41,92,51.0,78,53,43.0,56.0,71.0,81.0,69.0,55,99.0,95.0,47.0,54.0,55.0,,63.0,80.0,,,,,56,100.0,71.0,,,,,,
20220185,98,76,,52,57,41.0,,61.0,42.0,,81,57.0,46.0,,70.0,,,79.0,,,,,,77,,89.0,,,,58.0,,
20220186,71,90,65.0,74,51,55.0,73.0,73.0,67.0,51.0,75,55.0,40.0,84.0,96.0,49.0,,58.0,51.0,74.0,,,,72,52.0,98.0,85.0,,,64.0,60.0,
20220187,88,81,62.0,63,82,,60.0,87.0,60.0,97.0,80,70.0,82.0,,72.0,86.0,68.0,62.0,,43.0,,,,51,82.0,94.0,59.0,,,40.0,,
20220188,64,80,85.0,75,50,54.0,,,58.0,79.0,90,93.0,,,92.0,87.0,61.0,44.0,,,,,,87,56.0,46.0,,,,,,
20220189,93,87,57.0,94,84,60.0,,71.0,,,91,,48.0,,,,,,,,,,,48,60.0,,64.0,,,,,
20220190,95,40,59.0,64,96,90.0,52.0,66.0,73.0,46.0,67,100.0,55.0,92.0,83.0,65.0,84.0,91.0,46.0,,,,,70,68.0,98.0,78.0,,,97.0,,
20220191,76,55,42.0,57,66,46.0,47.0,76.0,92.0,50.0,83,,85.0,95.0,76.0,,71.0,82.0,48.0,,,,,97,40.0,,48.0,,,,,
20220192,85,43,51.0,77,75,,,53.0,51.0,,100,,59.0,58.0,92.0,91.0,,97.0,56.0,,,,,58,,53.0,,,,,,
20220193,64,85,41.0,56,63,60.0,71.0,68.0,49.0,96.0,56,50.0,74.0,73.0,71.0,71.0,,52.0,93.0,,,,,89,42.0,52.0,58.0,,,49.0,,
20220194,68,94,81.0,71,100,72.0,97.0,42.0,100.0,,56,61.0,56.0,68.0,70.0,,,72.0,,53.0,,,,72,73.0,55.0,,,,53.0,,
20220195,75,56,52.0,70,94,99.0,89.0,,,,50,84.0,84.0,72.0,69.0,,,,,98.0,,54.0,,67,61.0,,,,,,75.0,
20220196,48,84,97.0,93,73,66.0,93.0,69.0,72.0,56.0,60,60.0,42.0,85.0,76.0,,,100.0,,,,,,82,47.0,100.0,57.0,,,60.0,,
20220197,58,93,80.0,81,41,,99.0,88.0,76.0,,53,68.0,87.0,47.0,81.0,65.0,72.0,68.0,42.0,64.0,,,,94,,42.0,,,,59.0,,
20220198,48,85,79.0,59,97,88.0,90.0,72.0,75.0,74.0,82,64.0,86.0,,54.0,,74.0,93.0,,70.0,72.0,,,53,68.0,63.0,41.0,,83.0,96.0,81.0,
20220199,54,74,81.0,65,49,71.0,100.0,46.0,56.0,,40,,46.0,58.0,,,,,,82.0,,58.0,,63,93.0,54.0,,,,,,
20220200,81,48,81.0,84,66,76.0,70.0,82.0,84.0,,46,,,,87.0,,87.0,,,71.0,,,,71,,,,,,44.0,,
20220201,73,54,,98,44,99.0,,74.0,,,84,85.0,,,90.0,62.0,,,95.0,,,,,52,59.0,,,,,100.0,,
20220202,40,77,58.0,80,45,71.0,64.0,98.0,68.0,79.0,50,98.0,69.0,68.0,56.0,83.0,96.0,56.0,76.0,,,,,50,97.0,61.0,71.0,,,51.0,,
20220203,94,52,66.0,41,40,99.0,49.0,60.0,,,58,55.0,46.0,77.0,,,,70.0,,70.0,,,,66,,84.0,,,,,,
20220204,61,60,,98,57,,50.0,98.0,84.0,,70,62.0,62.0,42.0,56.0,,,40.0,,,,,,94,55.0,,,,,,,
20220205,59,65,86.0,99,46,,77.0,76.0,,,94,,,,54.0,,48.0,,,,,,,60,,89.0,,,,71.0,,
20220206,48,63,,82,75,,,,40.0,,51,89.0,42.0,,42.0,52.0,,,,,,,,89,75.0,56.0,,,,,,
20220207,90,63,85.0,58,79,67.0,79.0,83.0,50.0,,86,,78.0,46.0,76.0,76.0,,45.0,,,,,,74,89.0,70.0,,,,,,
20220208,65,88,78.0,55,92,,,52.0,52.0,,40,51.0,59.0,,,,,56.0,,,,,,94,51.0,,,,,73.0,,
20220209,77,60,76.0,41,66,59.0,74.0,88.0,55.0,41.0,95,70.0,65.0,64.0,54.0,,,52.0,,,,,,53,55.0,77.0,42.0,,,,,
20220210,50,47,55.0,76,74,62.0,66.0,70.0,61.0,,62,51.0,,,,,,71.0,,,,,,87,86.0,99.0,,,,,,
20220211,62,58,,76,88,,,98.0,,,100,93.0,62.0,,58.0,,,99.0,,,,,,51,88.0,87.0,,,,,,
20220212,63,69,92.0,42,42,,49.0,60.0,51.0,42.0,81,77.0,88.0,,,,,,,97.0,,,,55,,49.0,,,84.0,68.0,55.0,
20220213,50,71,41.0,92,41,,93.0,83.0,44.0,,70,50.0,63.0,,82.0,75.0,63.0,53.0,,,,,,42,78.0,66.0,,,,48.0,,
20220214,87,51,,68,43,,53.0,80.0,94.0,95.0,50,82.0,,,51.0,,98.0,60.0,,82.0,,,,71,,76.0,,,,44.0,,
20220215,69,60,,99,74,,87.0,82.0,,,86,,,,68.0,49.0,,52.0,66.0,,,,,78,,64.0,,,,,,
20220216,60,65,55.0,84,68,,44.0,60.0,59.0,65.0,44,,77.0,,74.0,45.0,,49.0,59.0,82.0,,,,92,51.0,41.0,85.0,,,66.0,,
20220217,70,71,41.0,68,92,72.0,,,72.0,75.0,73,56.0,,,83.0,,,66.0,,,,,,62,86.0,56.0,,,,,,
20220218,95,77,,44,90,49.0,100.0,95.0,83.0,,99,,,,75.0,,82.0,59.0,,,,,,90,91.0,67.0,93.0,,,98.0,,
20220219,54,57,95.0,100,93,58.0,91.0,60.0,90.0,77.0,73,81.0,49.0,98.0,86.0,,,96.0,,,,,,49,70.0,92.0,,,,85.0,,
20220220,82,71,,69,52,51.0,94.0,72.0,95.0,,66,100.0,93.0,73.0,46.0,,,,,44.0,44.0,,,67,,,,,,,,
20220221,88,63,49.0,91,95,97.0,85.0,,47.0,,77,,80.0,,,,,83.0,,93.0,85.0,,,47,,,,,97.0,,,
20220222,47,71,,84,64,,77.0,62.0,67.0,,53,,89.0,82.0,,,,71.0,,,,,,60,,40.0,,,,,,
20220223,42,67,66.0,61,47,,,,,,40,,,,66.0,66.0,,83.0,69.0,,,,,89,,87.0,,,,,,
20220224,71,45,60.0,42,87,85.0,60.0,70.0,85.0,64.0,51,52.0,82.0,41.0,90.0,,,46.0,,42.0,,,,82,99.0,48.0,,,,,,
20220225,70,57,90.0,90,54,48.0,,90.0,,,64,64.0,,,,,,72.0,,,,,,41,,88.0,,,,,,
20220226,48,84,71.0,45,50,40.0,70.0,64.0,80.0,88.0,47,72.0,48.0,94.0,100.0,59.0,,75.0,59.0,,,,,58,62.0,53.0,,,,,,
20220227,43,53,47.0,73,41,90.0,86.0,77.0,68.0,43.0,79,40.0,75.0,62.0,46.0,64.0,95.0,80.0,63.0,,,,,58,91.0,88.0,95.0,,,,,
20220228,50,78,73.0,91,82,,,82.0,88.0,82.0,87,100.0,,,,,,61.0,,,,,,99,96.0,,99.0,,,,,
20220229,68,80,57.0,75,41,51.0,65.0,84.0,47.0,80.0,96,52.0,65.0,95.0,61.0,75.0,63.0,76.0,60.0,58.0,53.0,,,51,92.0,81.0,67.0,,,,,
20220230,69,90,78.0,88,49,90.0,66.0,,76.0,,82,69.0,78.0,,46.0,,,79.0,,96.0,75.0,,,76,,53.0,,,,,,
20220231,41,65,59.0,91,55,64.0,73.0,46.0,66.0,,44,78.0,54.0,92.0,54.0,,94.0,63.0,,58.0,,70.0,,59,,75.0,,69.0,,,,
20220232,91,96,44.0,91,92,64.0,,96.0,74.0,,71,49.0,93.0,,46.0,59.0,90.0,56.0,90.0,,,,,52,80.0,78.0,,,,,,
20220233,69,94,82.0,67,98,58.0,61.0,44.0,97.0,,46,81.0,,,62.0,85.0,42.0,55.0,,,,,,52,59.0,80.0,,,,,,
20220234,67,40,,59,43,52.0,97.0,,,,66,,,,54.0,93.0,56.0,,100.0,,,,,45,60.0,40.0,74.0,,,,,
20220235,50,99,65.0,91,51,43.0,71.0,71.0,98.0,,93,44.0,74.0,,89.0,,,71.0,,,,,,93,97.0,79.0,42.0,,,,,
20220236,42,61,87.0,69,94,100.0,88.0,,,,51,99.0,96.0,67.0,62.0,,,58.0,,,,,,73,47.0,75.0,,,,,,
20220237,58,77,44.0,98,76,84.0,50.0,76.0,53.0,,41,67.0,86.0,,73.0,,98.0,94.0,,51.0,91.0,,,50,95.0,52.0,80.0,,,41.0,,
20220238,58,77,58.0,68,79,94.0,,40.0,92.0,,99,,72.0,,66.0,96.0,,56.0,68.0,,,,,42,87.0,72.0,,,,,,
20220239,97,59,92.0,47,44,49.0,75.0,52.0,80.0,67.0,86,89.0,91.0,90.0,93.0,86.0,,46.0,,59.0,82.0,,,81,85.0,83.0,,,,,56.0,
20220240,62,62,,75,92,97.0,79.0,99.0,99.0,,70,48.0,89.0,,70.0,95.0,52.0,61.0,77.0,,,,,57,,69.0,,,,96.0,,
20220241,73,73,71.0,58,72,80.0,51.0,,87.0,45.0,97,,51.0,80.0,,,,65.0,,55.0,,97.0,,98,,71.0,,,,,,
20220242,50,44,70.0,62,98,40.0,41.0,60.0,87.0,,99,44.0,95.0,66.0,52.0,,,78.0,,83.0,,,,94,100.0,85.0,,,,,66.0,51.0
20220243,45,100,85.0,77,54,89.0,64.0,,,,43,88.0,,,65.0,,,80.0,,,,,,76,58.0,,,,,,,
20220244,91,54,,49,82,,,88.0,,,45,48.0,,,63.0,75.0,,98.0,,,,,,52,,,,,,95.0,,
20220245,85,68,48.0,79,60,80.0,70.0,46.0,97.0,43.0,84,48.0,85.0,76.0,47.0,93.0,,54.0,,,,,,40,49.0,72.0,71.0,,,,,
20220246,71,69,73.0,53,80,43.0,88.0,41.0,59.0,52.0,95,75.0,,,62.0,98.0,94.0,,47.0,61.0,,,,81,94.0,97.0,,,82.0,,,
20220247,45,89,,69,89,,100.0,53.0,68.0,,61,53.0,,,75.0,,,,,,,,,62,,50.0,,,,,,
20220248,62,79,,82,85,,67.0,67.0,61.0,,49,49.0,,,88.0,,88.0,74.0,51.0,57.0,,,,90,76.0,40.0,87.0,,,,,
20220249,91,50,83.0,74,78,74.0,60.0,89.0,63.0,,40,74.0,67.0,,92.0,,46.0,68.0,,,,,,46,49.0,79.0,,,,,,
20220250,70,54,57.0,80,92,42.0,56.0,65.0,72.0,96.0,43,81.0,67.0,92.0,72.0,88.0,,95.0,,,,,,45,46.0,91.0,76.0,,,,,
20220251,76,86,69.0,40,93,98.0,79.0,42.0,97.0,63.0,59,98.0,67.0,49.0,92.0,,,94.0,51.0,,,,,83,72.0,42.0,,,,,,
20220252,64,48,,76,71,74.0,,75.0,90.0,,72,,77.0,,95.0,,,80.0,,,,,,52,,60.0,,,,,,
20220253,71,56,,51,64,71.0,,85.0,100.0,,83,,97.0,,68.0,,,53.0,89.0,,,,,55,95.0,77.0,,,,90.0,,
20220254,49,77,79.0,79,84,99.0,49.0,58.0,,,61,81.0,80.0,,40.0,,,62.0,,,,,,59,,57.0,,,,,,
20220255,53,96,60.0,91,54,94.0,68.0,45.0,74.0,,53,94.0,95.0,,75.0,94.0,,48.0,52.0,52.0,,,,76,70.0,87.0,48.0,,,77.0,,
20220256,40,96,,91,99,,79.0,85.0,91.0,,50,98.0,41.0,74.0,75.0,54.0,49.0,79.0,66.0,,,,,65,64.0,91.0,,,,,,
20220257,63,87,40.0,51,47,75.0,63.0,73.0,40.0,50.0,96,75.0,60.0,57.0,91.0,99.0,,59.0,46.0,,,,,54,96.0,61.0,,,,,,
20220258,61,71,85.0,72,55,,78.0,52.0,52.0,,52,,,,89.0,,,78.0,,,,,,81,89.0,,,,,,,
20220259,56,67,,43,58,59.0,70.0,91.0,,,78,,59.0,,90.0,,,43.0,,,,,,77,45.0,,,,,,,
20220260,45,60,78.0,95,68,55.0,49.0,68.0,83.0,72.0,40,51.0,55.0,47.0,97.0,76.0,,79.0,,74.0,50.0,,,64,99.0,87.0,92.0,,,49.0,,
20220261,97,41,80.0,51,60,,,97.0,89.0,,57,98.0,96.0,,,,,,,,,,,54,,41.0,,,,,,
20220262,44,92,98.0,49,85,,,62.0,,,43,58.0,48.0,,76.0,72.0,,,,,,,,41,95.0,74.0,,,,,,
20220263,100,95,74.0,45,72,69.0,97.0,40.0,78.0,52.0,98,83.0,83.0,51.0,81.0,78.0,,97.0,82.0,94.0,85.0,,,89,75.0,53.0,,,,92.0,,
20220264,72,55,40.0,78,69,59.0,82.0,83.0,66.0,,62,96.0,68.0,66.0,91.0,,,80.0,,84.0,,,,41,56.0,42.0,,,,,,
20220265,76,58,,88,73,100.0,72.0,,100.0,,78,86.0,51.0,,76.0,72.0,,53.0,,93.0,,,,97,60.0,94.0,45.0,,,,,
20220266,84,65,100.0,47,95,79.0,92.0,45.0,81.0,,90,98.0,55.0,,84.0,40.0,,,69.0,,,,,86,84.0,72.0,,,,,,
20220267,74,50,72.0,82,45,,,85.0,49.0,56.0,41,91.0,75.0,,,,,75.0,,,,,,45,,,,,,,,
20220268,73,57,59.0,40,99,89.0,72.0,41.0,68.0,46.0,66,97.0,54.0,92.0,60.0,91.0,,99.0,66.0,,,,,74,71.0,50.0,59.0,,,,,
20220269,98,82,46.0,80,99,46.0,95.0,93.0,88.0,75.0,88,53.0,43.0,,78.0,41.0,43.0,42.0,,,,,,58,71.0,43.0,,,,49.0,,
20220270,48,56,43.0,53,77,60.0,80.0,43.0,47.0,98.0,56,42.0,42.0,77.0,51.0,96.0,,92.0,45.0,,,,,60,78.0,61.0,,,,,,
20220271,42,83,63.0,61,88,,71.0,,60.0,,76,76.0,56.0,54.0,88.0,87.0,,100.0,,,,,,85,87.0,84.0,62.0,,,,,
20220272,89,75,41.0,65,59,88.0,67.0,48.0,72.0,72.0,95,94.0,92.0,45.0,56.0,74.0,,55.0,,,,,,76,75.0,55.0,,,,100.0,,
20220273,54,66,95.0,56,52,88.0,,64.0,85.0,,71,45.0,,,82.0,,,,,,,,,98,92.0,,,,,67.0,,
20220274,64,60,,55,81,,,,62.0,,60,61.0,54.0,73.0,,,,41.0,,,,,,45,45.0,41.0,100.0,,,,,
20220275,65,60,,77,48,,68.0,40.0,,,49,41.0,86.0,,40.0,,91.0,67.0,85.0,40.0,,,,63,,,,,,,82.0,
20220276,64,85,44.0,84,84,89.0,71.0,47.0,70.0,,74,51.0,70.0,83.0,95.0,,80.0,,,50.0,76.0,92.0,,62,98.0,,100.0,53.0,99.0,,74.0,
20220277,89,78,98.0,68,50,68.0,,,65.0,,79,83.0,82.0,,,,,73.0,,,,,,77,,44.0,,,,,,
20220278,96,63,67.0,42,94,82.0,89.0,62.0,69.0,42.0,52,92.0,79.0,81.0,53.0,95.0,,41.0,,,,,,90,87.0,79.0,,,,78.0,,
20220279,97,86,89.0,65,74,,88.0,78.0,,,96,64.0,50.0,,76.0,73.0,,,,,,,,87,43.0,45.0,,,,,,
20220280,83,73,94.0,44,46,,82.0,98.0,,,80,99.0,69.0,,82.0,,,84.0,,64.0,64.0,,,40,94.0,43.0,59.0,,67.0,,,
20220281,48,77,100.0,87,76,45.0,64.0,66.0,40.0,61.0,65,48.0,45.0,95.0,44.0,42.0,,44.0,,98.0,86.0,,,66,77.0,68.0,,,,,,
20220282,100,46,77.0,40,69,,98.0,76.0,62.0,68.0,49,53.0,41.0,,99.0,,40.0,,88.0,85.0,,,,96,55.0,95.0,,,,71.0,,
20220283,69,74,87.0,69,76,,,,,,82,52.0,62.0,50.0,66.0,,,85.0,,,,,,100,92.0,,,,,,,
20220284,92,51,,54,93,,43.0,,,,74,,65.0,,99.0,92.0,,51.0,92.0,93.0,,,,87,62.0,,61.0,,,,,
20220285,87,65,85.0,65,41,50.0,,93.0,83.0,96.0,68,98.0,64.0,,49.0,,,41.0,,,,,,54,61.0,68.0,,,,,,
20220286,95,41,89.0,99,63,,96.0,91.0,,,56,45.0,,,,,,50.0,,,,,,46,,,,,,72.0,,
20220287,72,98,58.0,94,44,72.0,51.0,57.0,83.0,,78,70.0,42.0,59.0,83.0,61.0,96.0,,89.0,92.0,,,,47,,72.0,,,,54.0,,
20220288,89,50,,53,47,91.0,,,79.0,97.0,98,,100.0,,46.0,77.0,,100.0,,,,,,88,,63.0,,,,,,
20220289,56,96,,55,60,,69.0,77.0,78.0,,60,,46.0,,55.0,,,,,76.0,,,,78,,,,,,,,
20220290,66,100,63.0,60,74,,51.0,57.0,61.0,,70,,,,80.0,,,,,,,,,69,44.0,,61.0,,,40.0,,
20220291,43,79,88.0,62,91,94.0,81.0,90.0,72.0,,85,41.0,66.0,58.0,64.0,,,46.0,60.0,61.0,,67.0,,61,62.0,76.0,,,,49.0,,
20220292,79,71,,69,97,50.0,,57.0,,,66,,81.0,84.0,80.0,,,88.0,,,,,,92,43.0,64.0,99.0,,,,,
20220293,97,90,,70,40,68.0,50.0,64.0,78.0,,41,,41.0,,80.0,,76.0,45.0,95.0,,,,,63,44.0,,,,,93.0,,
20220294,76,71,43.0,99,63,66.0,84.0,83.0,63.0,100.0,41,70.0,65.0,80.0,41.0,73.0,,76.0,40.0,,,,,86,51.0,58.0,,,,59.0,,
20220295,100,95,42.0,44,47,45.0,,87.0,,,81,44.0,40.0,,42.0,,92.0,,80.0,,,,,55,85.0,68.0,,,,56.0,,
20220296,46,60,83.0,80,95,99.0,77.0,72.0,52.0,,97,,,,64.0,,,,,77.0,,,,42,,76.0,,,,,,
20220297,79,79,52.0,67,57,40.0,58.0,44.0,,,43,50.0,82.0,,,,,99.0,,,,,,65,59.0,68.0,,,,,,
20220298,73,57,,91,95,52.0,,,82.0,92.0,74,53.0,55.0,84.0,53.0,79.0,,,,,,,,71,60.0,87.0,,,,,,
20220299,79,74,65.0,62,42,50.0,98.0,97.0,99.0,,71,,79.0,,78.0,,,,,84.0,,,,99,47.0,61.0,,,61.0,40.0,,
20220300,52,40,,76,97,51.0,96.0,98.0,81.0,57.0,88,,60.0,,86.0,49.0,,,,,,,,46,44.0,,,,,52.0,,
20220301,72,62,84.0,56,97,43.0,91.0,92.0,81.0,,67,62.0,77.0,,74.0,,,91.0,,58.0,87.0,,,48,75.0,89.0,44.0,,94.0,53.0,,
20220302,77,100,90.0,82,66,61.0,74.0,44.0,70.0,81.0,79,69.0,68.0,49.0,62.0,,,45.0,,,,,,75,66.0,93.0,49.0,,,,,
20220303,46,74,56.0,93,73,74.0,43.0,95.0,69.0,40.0,72,59.0,83.0,,61.0,58.0,,86.0,,64.0,46.0,95.0,,89,82.0,55.0,,,60.0,40.0,,
20220304,61,66,91.0,73,64,93.0,56.0,,90.0,,54,,45.0,,84.0,,92.0,52.0,,,,,,96,41.0,61.0,,,,,,
20220305,87,66,76.0,85,69,52.0,40.0,51.0,59.0,88.0,99,46.0,86.0,86.0,50.0,92.0,,99.0,,54.0,71.0,,,80,62.0,66.0,,,,,,
20220306,88,82,,99,90,,53.0,,,,49,,96.0,42.0,75.0,73.0,60.0,,,79.0,,,,98,81.0,,,,,,,
20220307,47,40,50.0,86,72,62.0,83.0,79.0,77.0,82.0,71,58.0,84.0,96.0,100.0,,,83.0,,55.0,,58.0,,87,53.0,42.0,47.0,,74.0,,91.0,
20220308,54,52,89.0,65,94,70.0,55.0,91.0,79.0,69.0,96,55.0,63.0,,99.0,82.0,75.0,57.0,60.0,,,,,68,71.0,55.0,,,,85.0,,
20220309,78,66,67.0,48,54,52.0,72.0,43.0,46.0,56.0,67,96.0,57.0,51.0,66.0,,,99.0,,,,,,90,70.0,76.0,,,,,,
20220310,93,94,53.0,66,97,60.0,88.0,,,,46,41.0,,,50.0,,,,90.0,,,,,54,,80.0,,,,,,
20220311,97,80,,87,94,85.0,63.0,,,,86,68.0,81.0,,81.0,,,57.0,,,,,,87,,,,,,,,
20220312,79,40,51.0,99,80,62.0,45.0,48.0,55.0,85.0,55,92.0,68.0,,43.0,55.0,60.0,40.0,60.0,,,,,88,48.0,41.0,76.0,,,,,
20220313,68,58,,87,63,,90.0,,64.0,,64,46.0,,,100.0,,,,,,,,,57,53.0,80.0,75.0,,,,,
20220314,68,85,,53,69,,82.0,,77.0,77.0,45,43.0,96.0,51.0,92.0,67.0,,89.0,,,,,,70,90.0,84.0,,,,,,
20220315,97,60,65.0,58,93,89.0,41.0,52.0,64.0,72.0,89,88.0,82.0,83.0,72.0,40.0,,50.0,,,,,,41,95.0,92.0,,,,,,
20220316,66,41,87.0,57,87,55.0,97.0,47.0,97.0,,52,65.0,100.0,87.0,98.0,,97.0,94.0,99.0,70.0,,,,55,99.0,77.0,,,,,,
20220317,56,40,,84,86,,82.0,,,,72,,69.0,,,,,56.0,,,,,,45,64.0,70.0,75.0,,,,,
20220318,52,65,44.0,42,83,62.0,97.0,56.0,,,70,83.0,,,,,,90.0,,,,,,66,76.0,80.0,,,,43.0,,
